Year;Age1;Age2;Female;Male;Total
1906;6;9;6480;7251;13731
1906;7;0;7806;8081;15887
1906;7;1;7003;7273;14276
1906;7;2;7863;7721;15584
1906;7;3;7498;7385;14883
1906;7;4;7413;7244;14657
1906;7;5;8153;7815;15968
1906;7;6;8102;7660;15762
1906;7;7;7320;6843;14163
1906;7;8;7795;7040;14835
1906;7;9;6818;6286;13104
1906;8;0;7008;6086;13094
1906;8;1;5798;5101;10899
1906;8;2;5936;5096;11032
1906;8;3;5185;4185;9370
1906;8;4;4509;3668;8177
1906;8;5;4008;3212;7220
1906;8;6;3499;2518;6017
1906;8;7;2813;1947;4760
1906;8;8;2108;1441;3549
1906;8;9;1746;1135;2881
1906;9;0;1404;911;2315
1906;9;1;945;583;1528
1906;9;2;780;438;1218
1906;9;3;487;283;770
1906;9;4;342;170;512
1906;9;5;257;115;372
1906;9;6;197;75;272
1906;9;7;99;49;148
1906;9;8;73;26;99
1906;9;9;47;20;67
1906;10;0;16;8;24
1906;10;1;9;3;12
1906;10;2;9;1;10
1906;10;3;5;0;5
1906;10;4;3;0;3
1906;10;5;0;0;0
1906;10;6;1;1;2
1906;10;7;0;0;0
1906;10;8;0;0;0
1906;10;9;0;0;0
1906;11;0;0;0;0
1906;11;1;0;0;0
1906;11;2;0;0;0
1906;11;3;0;0;0
1906;11;4;0;0;0
1906;11;5;0;0;0
1906;11;6;0;0;0
1906;11;7;0;0;0
1906;11;8;0;0;0
1906;11;9;0;0;0
1907;   ;0;47255;59228;106483
1907;   ;1;10104;10628;20732
1907;   ;2;4477;4580;9057
1907;   ;3;2912;3015;5927
1907;   ;4;2213;2235;4448
1907;   ;5;1789;1710;3499
1907;   ;6;1428;1315;2743
1907;   ;7;1204;1139;2343
1907;   ;8;1083;971;2054
1907;   ;9;957;917;1874
1907;1;0;942;825;1767
1907;1;1;880;793;1673
1907;1;2;954;782;1736
1907;1;3;1103;812;1915
1907;1;4;1274;920;2194
1907;1;5;1374;1112;2486
1907;1;6;1515;1351;2866
1907;1;7;1659;1580;3239
1907;1;8;1654;1830;3484
1907;1;9;1912;2072;3984
1907;2;0;1961;2101;4062
1907;2;1;2027;2670;4697
1907;2;2;2155;2557;4712
1907;2;3;2220;2346;4566
1907;2;4;2238;2205;4443
1907;2;5;2283;2299;4582
1907;2;6;2284;2219;4503
1907;2;7;2290;2311;4601
1907;2;8;2260;2238;4498
1907;2;9;2212;2357;4569
1907;3;0;2304;2431;4735
1907;3;1;2363;2589;4952
1907;3;2;2331;2575;4906
1907;3;3;2295;2656;4951
1907;3;4;2308;2715;5023
1907;3;5;2117;2478;4595
1907;3;6;2225;2675;4900
1907;3;7;2222;2943;5165
1907;3;8;2219;2878;5097
1907;3;9;2234;2993;5227
1907;4;0;2471;3211;5682
1907;4;1;2370;3279;5649
1907;4;2;2451;3255;5706
1907;4;3;2467;3562;6029
1907;4;4;2575;3608;6183
1907;4;5;2545;3753;6298
1907;4;6;2655;3781;6436
1907;4;7;2833;3894;6727
1907;4;8;2829;3878;6707
1907;4;9;2782;3940;6722
1907;5;0;2895;4016;6911
1907;5;1;2802;4010;6812
1907;5;2;2870;4006;6876
1907;5;3;3130;4421;7551
1907;5;4;3369;4610;7979
1907;5;5;3443;5073;8516
1907;5;6;3648;5067;8715
1907;5;7;3964;5008;8972
1907;5;8;4070;5240;9310
1907;5;9;4273;5367;9640
1907;6;0;4360;5581;9941
1907;6;1;4867;5978;10845
1907;6;2;5238;6512;11750
1907;6;3;5345;6675;12020
1907;6;4;5923;6990;12913
1907;6;5;6067;7246;13313
1907;6;6;6475;7366;13841
1907;6;7;6913;7450;14363
1907;6;8;6983;7702;14685
1907;6;9;7105;7590;14695
1907;7;0;7630;7975;15605
1907;7;1;7940;8493;16433
1907;7;2;8306;8259;16565
1907;7;3;8232;7886;16118
1907;7;4;8197;7715;15912
1907;7;5;8319;7992;16311
1907;7;6;8370;7861;16231
1907;7;7;8507;7676;16183
1907;7;8;7952;7155;15107
1907;7;9;7672;6937;14609
1907;8;0;7218;6263;13481
1907;8;1;6637;5589;12226
1907;8;2;6192;5058;11250
1907;8;3;5597;4416;10013
1907;8;4;4765;3762;8527
1907;8;5;4036;2966;7002
1907;8;6;3398;2438;5836
1907;8;7;2903;2025;4928
1907;8;8;2284;1428;3712
1907;8;9;1583;1020;2603
1907;9;0;1335;819;2154
1907;9;1;1063;562;1625
1907;9;2;731;395;1126
1907;9;3;571;258;829
1907;9;4;282;176;458
1907;9;5;228;96;324
1907;9;6;148;57;205
1907;9;7;101;37;138
1907;9;8;58;21;79
1907;9;9;36;14;50
1907;10;0;21;8;29
1907;10;1;16;3;19
1907;10;2;7;7;14
1907;10;3;9;3;12
1907;10;4;6;1;7
1907;10;5;2;0;2
1907;10;6;3;0;3
1907;10;7;1;0;1
1907;10;8;0;0;0
1907;10;9;0;0;0
1907;11;0;0;0;0
1907;11;1;0;0;0
1907;11;2;0;0;0
1907;11;3;0;0;0
1907;11;4;0;0;0
1907;11;5;0;0;0
1907;11;6;0;0;0
1907;11;7;0;0;0
1907;11;8;0;0;0
1907;11;9;0;0;0
1908;   ;0;46997;59033;106030
1908;   ;1;9517;10222;19739
1908;   ;2;4094;4072;8166
1908;   ;3;2721;2775;5496
1908;   ;4;2078;2037;4115
1908;   ;5;1751;1594;3345
1908;   ;6;1328;1277;2605
1908;   ;7;1108;1076;2184
1908;   ;8;961;932;1893
1908;   ;9;885;796;1681
1908;1;0;812;785;1597
1908;1;1;851;735;1586
1908;1;2;908;743;1651
1908;1;3;940;824;1764
1908;1;4;1113;878;1991
1908;1;5;1296;1064;2360
1908;1;6;1465;1300;2765
1908;1;7;1640;1457;3097
1908;1;8;1586;1811;3397
1908;1;9;1736;1928;3664
1908;2;0;1899;2040;3939
1908;2;1;1804;2634;4438
1908;2;2;2030;2365;4395
1908;2;3;2085;2256;4341
1908;2;4;2130;2169;4299
1908;2;5;2143;2138;4281
1908;2;6;2161;2185;4346
1908;2;7;2063;2217;4280
1908;2;8;2139;2236;4375
1908;2;9;2193;2251;4444
1908;3;0;2099;2251;4350
1908;3;1;2124;2398;4522
1908;3;2;2302;2521;4823
1908;3;3;2178;2491;4669
1908;3;4;2207;2601;4808
1908;3;5;2224;2764;4988
1908;3;6;1967;2399;4366
1908;3;7;2017;2544;4561
1908;3;8;2191;2754;4945
1908;3;9;2040;2700;4740
1908;4;0;2136;2740;4876
1908;4;1;2219;2983;5202
1908;4;2;2239;3121;5360
1908;4;3;2379;3172;5551
1908;4;4;2315;3344;5659
1908;4;5;2414;3431;5845
1908;4;6;2396;3415;5811
1908;4;7;2621;3758;6379
1908;4;8;2734;3848;6582
1908;4;9;2765;3753;6518
1908;5;0;2695;3820;6515
1908;5;1;2720;3842;6562
1908;5;2;2867;3909;6776
1908;5;3;2934;3939;6873
1908;5;4;3007;4258;7265
1908;5;5;3397;4618;8015
1908;5;6;3354;4772;8126
1908;5;7;3678;5039;8717
1908;5;8;3995;5064;9059
1908;5;9;4241;5355;9596
1908;6;0;4266;5144;9410
1908;6;1;4172;5242;9414
1908;6;2;4806;5696;10502
1908;6;3;5218;6075;11293
1908;6;4;5398;6491;11889
1908;6;5;5789;6627;12416
1908;6;6;6022;7042;13064
1908;6;7;6298;7203;13501
1908;6;8;6563;7095;13658
1908;6;9;6735;7351;14086
1908;7;0;6849;7159;14008
1908;7;1;7060;7520;14580
1908;7;2;7889;7928;15817
1908;7;3;7768;7557;15325
1908;7;4;7698;7170;14868
1908;7;5;7627;7037;14664
1908;7;6;7473;6851;14324
1908;7;7;7757;7063;14820
1908;7;8;7596;6769;14365
1908;7;9;6916;6110;13026
1908;8;0;6792;5784;12576
1908;8;1;5984;5092;11076
1908;8;2;5645;4583;10228
1908;8;3;4955;3860;8815
1908;8;4;4584;3456;8040
1908;8;5;3751;2830;6581
1908;8;6;3126;2225;5351
1908;8;7;2646;1798;4444
1908;8;8;2233;1418;3651
1908;8;9;1603;1010;2613
1908;9;0;1214;672;1886
1908;9;1;927;567;1494
1908;9;2;719;387;1106
1908;9;3;480;263;743
1908;9;4;337;169;506
1908;9;5;202;89;291
1908;9;6;134;60;194
1908;9;7;100;37;137
1908;9;8;65;22;87
1908;9;9;32;16;48
1908;10;0;23;8;31
1908;10;1;10;4;14
1908;10;2;4;4;8
1908;10;3;2;1;3
1908;10;4;2;1;3
1908;10;5;3;0;3
1908;10;6;2;1;3
1908;10;7;1;1;2
1908;10;8;0;0;0
1908;10;9;0;0;0
1908;11;0;0;0;0
1908;11;1;0;0;0
1908;11;2;0;0;0
1908;11;3;0;0;0
1908;11;4;0;0;0
1908;11;5;0;0;0
1908;11;6;0;0;0
1908;11;7;0;0;0
1908;11;8;0;0;0
1908;11;9;0;0;0
1909;   ;0;41890;53635;95525
1909;   ;1;8816;9767;18583
1909;   ;2;3820;4046;7866
1909;   ;3;2729;2645;5374
1909;   ;4;2014;1939;3953
1909;   ;5;1564;1563;3127
1909;   ;6;1366;1231;2597
1909;   ;7;1073;1058;2131
1909;   ;8;1011;906;1917
1909;   ;9;875;819;1694
1909;1;0;846;753;1599
1909;1;1;781;773;1554
1909;1;2;884;710;1594
1909;1;3;993;769;1762
1909;1;4;1083;850;1933
1909;1;5;1288;1074;2362
1909;1;6;1372;1260;2632
1909;1;7;1475;1429;2904
1909;1;8;1524;1699;3223
1909;1;9;1628;1793;3421
1909;2;0;1746;2032;3778
1909;2;1;1940;2518;4458
1909;2;2;1987;2301;4288
1909;2;3;1929;2019;3948
1909;2;4;2125;2097;4222
1909;2;5;2034;2146;4180
1909;2;6;2035;2058;4093
1909;2;7;2187;2143;4330
1909;2;8;1962;2190;4152
1909;2;9;2013;2217;4230
1909;3;0;2097;2260;4357
1909;3;1;2051;2272;4323
1909;3;2;2210;2406;4616
1909;3;3;2204;2584;4788
1909;3;4;2219;2695;4914
1909;3;5;2202;2574;4776
1909;3;6;2146;2701;4847
1909;3;7;1977;2446;4423
1909;3;8;2007;2606;4613
1909;3;9;2237;3005;5242
1909;4;0;2022;2817;4839
1909;4;1;2203;2950;5153
1909;4;2;2243;3089;5332
1909;4;3;2342;3064;5406
1909;4;4;2332;3393;5725
1909;4;5;2587;3517;6104
1909;4;6;2539;3581;6120
1909;4;7;2519;3706;6225
1909;4;8;2710;3764;6474
1909;4;9;2826;4055;6881
1909;5;0;2866;4124;6990
1909;5;1;2738;3993;6731
1909;5;2;2974;4053;7027
1909;5;3;3018;4207;7225
1909;5;4;3201;4235;7436
1909;5;5;3218;4550;7768
1909;5;6;3468;4698;8166
1909;5;7;3782;5074;8856
1909;5;8;4183;5356;9539
1909;5;9;4327;5522;9849
1909;6;0;4545;5772;10317
1909;6;1;4422;5200;9622
1909;6;2;4802;5663;10465
1909;6;3;5353;6234;11587
1909;6;4;5873;6744;12617
1909;6;5;6164;6999;13163
1909;6;6;6402;7151;13553
1909;6;7;6901;7497;14398
1909;6;8;7086;7706;14792
1909;6;9;7548;7910;15458
1909;7;0;7572;7859;15431
1909;7;1;7423;7645;15068
1909;7;2;8142;8012;16154
1909;7;3;8329;8287;16616
1909;7;4;8546;8010;16556
1909;7;5;8243;7365;15608
1909;7;6;7886;7217;15103
1909;7;7;8092;7272;15364
1909;7;8;8123;6972;15095
1909;7;9;7930;6818;14748
1909;8;0;7175;6038;13213
1909;8;1;6659;5481;12140
1909;8;2;6198;4930;11128
1909;8;3;5526;4169;9695
1909;8;4;4798;3607;8405
1909;8;5;4139;3094;7233
1909;8;6;3421;2417;5838
1909;8;7;2738;1877;4615
1909;8;8;2318;1481;3799
1909;8;9;1836;1127;2963
1909;9;0;1335;800;2135
1909;9;1;919;523;1442
1909;9;2;728;406;1134
1909;9;3;548;269;817
1909;9;4;366;154;520
1909;9;5;248;115;363
1909;9;6;154;82;236
1909;9;7;110;38;148
1909;9;8;64;16;80
1909;9;9;35;18;53
1909;10;0;24;3;27
1909;10;1;14;1;15
1909;10;2;5;4;9
1909;10;3;4;2;6
1909;10;4;5;0;5
1909;10;5;1;2;3
1909;10;6;0;0;0
1909;10;7;0;1;1
1909;10;8;0;0;0
1909;10;9;1;0;1
1909;11;0;0;0;0
1909;11;1;0;0;0
1909;11;2;0;0;0
1909;11;3;0;0;0
1909;11;4;0;0;0
1909;11;5;0;0;0
1909;11;6;0;0;0
1909;11;7;0;0;0
1909;11;8;0;0;0
1909;11;9;0;0;0
1910;   ;0;39883;50690;90573
1910;   ;1;9314;9477;18791
1910;   ;2;3884;4010;7894
1910;   ;3;2505;2436;4941
1910;   ;4;1810;1723;3533
1910;   ;5;1389;1376;2765
1910;   ;6;1169;1120;2289
1910;   ;7;1099;939;2038
1910;   ;8;915;870;1785
1910;   ;9;820;774;1594
1910;1;0;750;701;1451
1910;1;1;759;679;1438
1910;1;2;821;710;1531
1910;1;3;1004;754;1758
1910;1;4;1038;757;1795
1910;1;5;1286;1008;2294
1910;1;6;1343;1256;2599
1910;1;7;1369;1469;2838
1910;1;8;1570;1653;3223
1910;1;9;1579;1746;3325
1910;2;0;1710;1854;3564
1910;2;1;1767;2212;3979
1910;2;2;1941;2223;4164
1910;2;3;1860;2040;3900
1910;2;4;1941;1943;3884
1910;2;5;1959;1984;3943
1910;2;6;1972;2131;4103
1910;2;7;1955;2047;4002
1910;2;8;1973;2190;4163
1910;2;9;1913;2145;4058
1910;3;0;1939;2160;4099
1910;3;1;1940;2116;4056
1910;3;2;1977;2234;4211
1910;3;3;2069;2424;4493
1910;3;4;2101;2536;4637
1910;3;5;2155;2501;4656
1910;3;6;2159;2562;4721
1910;3;7;2051;2567;4618
1910;3;8;1940;2348;4288
1910;3;9;1973;2655;4628
1910;4;0;2047;2785;4832
1910;4;1;2048;2741;4789
1910;4;2;2038;2841;4879
1910;4;3;2209;3036;5245
1910;4;4;2283;3192;5475
1910;4;5;2400;3276;5676
1910;4;6;2375;3291;5666
1910;4;7;2341;3382;5723
1910;4;8;2550;3597;6147
1910;4;9;2690;3709;6399
1910;5;0;2787;3822;6609
1910;5;1;2702;3909;6611
1910;5;2;2737;3850;6587
1910;5;3;2788;3940;6728
1910;5;4;3003;4015;7018
1910;5;5;2955;4212;7167
1910;5;6;3128;4189;7317
1910;5;7;3384;4664;8048
1910;5;8;3635;4925;8560
1910;5;9;3889;5197;9086
1910;6;0;4256;5240;9496
1910;6;1;4385;5353;9738
1910;6;2;4542;5161;9703
1910;6;3;4536;5418;9954
1910;6;4;5217;5998;11215
1910;6;5;5787;6427;12214
1910;6;6;5805;6358;12163
1910;6;7;6144;6787;12931
1910;6;8;6359;7045;13404
1910;6;9;6583;7383;13966
1910;7;0;6902;7426;14328
1910;7;1;6842;7294;14136
1910;7;2;6977;7114;14091
1910;7;3;7307;7307;14614
1910;7;4;7813;7672;15485
1910;7;5;7831;7251;15082
1910;7;6;7363;6874;14237
1910;7;7;7159;6541;13700
1910;7;8;7038;6296;13334
1910;7;9;6913;6043;12956
1910;8;0;6856;5907;12763
1910;8;1;5907;5019;10926
1910;8;2;5586;4531;10117
1910;8;3;4912;3909;8821
1910;8;4;4460;3405;7865
1910;8;5;3784;2779;6563
1910;8;6;3274;2324;5598
1910;8;7;2640;1757;4397
1910;8;8;1987;1417;3404
1910;8;9;1727;1040;2767
1910;9;0;1349;718;2067
1910;9;1;966;569;1535
1910;9;2;671;343;1014
1910;9;3;470;243;713
1910;9;4;348;162;510
1910;9;5;263;106;369
1910;9;6;141;57;198
1910;9;7;83;27;110
1910;9;8;55;21;76
1910;9;9;43;23;66
1910;10;0;21;5;26
1910;10;1;11;3;14
1910;10;2;5;3;8
1910;10;3;4;0;4
1910;10;4;2;1;3
1910;10;5;2;0;2
1910;10;6;1;0;1
1910;10;7;0;1;1
1910;10;8;0;0;0
1910;10;9;0;0;0
1910;11;0;0;0;0
1910;11;1;0;0;0
1910;11;2;0;0;0
1910;11;3;0;0;0
1910;11;4;0;0;0
1910;11;5;0;0;0
1910;11;6;0;0;0
1910;11;7;0;0;0
1910;11;8;0;0;0
1910;11;9;0;0;0
1911;   ;0;54497;66803;121300
1911;   ;1;11442;12263;23705
1911;   ;2;4211;4287;8498
1911;   ;3;2559;2540;5099
1911;   ;4;1893;1898;3791
1911;   ;5;1497;1411;2908
1911;   ;6;1138;1165;2303
1911;   ;7;1066;953;2019
1911;   ;8;937;876;1813
1911;   ;9;865;842;1707
1911;1;0;852;741;1593
1911;1;1;895;725;1620
1911;1;2;854;755;1609
1911;1;3;1035;837;1872
1911;1;4;1128;844;1972
1911;1;5;1284;1075;2359
1911;1;6;1429;1323;2752
1911;1;7;1521;1602;3123
1911;1;8;1609;1745;3354
1911;1;9;1655;1899;3554
1911;2;0;1799;1970;3769
1911;2;1;1846;2475;4321
1911;2;2;1898;2286;4184
1911;2;3;1976;2213;4189
1911;2;4;1895;2068;3963
1911;2;5;2084;2167;4251
1911;2;6;2091;2150;4241
1911;2;7;2140;2137;4277
1911;2;8;2029;2206;4235
1911;2;9;1984;2197;4181
1911;3;0;2022;2226;4248
1911;3;1;2010;2213;4223
1911;3;2;2032;2371;4403
1911;3;3;2024;2352;4376
1911;3;4;2162;2501;4663
1911;3;5;2218;2680;4898
1911;3;6;2199;2702;4901
1911;3;7;2138;2708;4846
1911;3;8;2197;2874;5071
1911;3;9;1978;2679;4657
1911;4;0;2032;2686;4718
1911;4;1;2174;2883;5057
1911;4;2;2130;2699;4829
1911;4;3;2080;2961;5041
1911;4;4;2304;3210;5514
1911;4;5;2368;3264;5632
1911;4;6;2389;3281;5670
1911;4;7;2570;3468;6038
1911;4;8;2641;3705;6346
1911;4;9;2664;3706;6370
1911;5;0;2711;3807;6518
1911;5;1;2979;3905;6884
1911;5;2;3047;4120;7167
1911;5;3;2976;4166;7142
1911;5;4;3075;4177;7252
1911;5;5;3003;4236;7239
1911;5;6;3331;4250;7581
1911;5;7;3498;4632;8130
1911;5;8;3754;5002;8756
1911;5;9;4122;5241;9363
1911;6;0;4482;5607;10089
1911;6;1;4594;5430;10024
1911;6;2;5088;5891;10979
1911;6;3;4781;5580;10361
1911;6;4;5279;5811;11090
1911;6;5;5739;6519;12258
1911;6;6;6174;6946;13120
1911;6;7;6498;7188;13686
1911;6;8;6816;7471;14287
1911;6;9;7294;7640;14934
1911;7;0;7651;7753;15404
1911;7;1;7806;7934;15740
1911;7;2;7767;7989;15756
1911;7;3;7672;7653;15325
1911;7;4;8180;7882;16062
1911;7;5;8717;8116;16833
1911;7;6;8416;7724;16140
1911;7;7;7983;6931;14914
1911;7;8;7549;6652;14201
1911;7;9;7533;6685;14218
1911;8;0;7241;6212;13453
1911;8;1;6911;5644;12555
1911;8;2;6162;4849;11011
1911;8;3;5660;4338;9998
1911;8;4;4871;3834;8705
1911;8;5;4119;3137;7256
1911;8;6;3614;2524;6138
1911;8;7;3018;1965;4983
1911;8;8;2425;1544;3969
1911;8;9;1861;1137;2998
1911;9;0;1480;841;2321
1911;9;1;1140;596;1736
1911;9;2;743;381;1124
1911;9;3;525;262;787
1911;9;4;382;182;564
1911;9;5;281;107;388
1911;9;6;174;80;254
1911;9;7;123;41;164
1911;9;8;52;19;71
1911;9;9;51;10;61
1911;10;0;26;12;38
1911;10;1;7;3;10
1911;10;2;5;1;6
1911;10;3;1;0;1
1911;10;4;3;2;5
1911;10;5;1;0;1
1911;10;6;1;0;1
1911;10;7;0;0;0
1911;10;8;0;0;0
1911;10;9;0;0;0
1911;11;0;0;0;0
1911;11;1;0;0;0
1911;11;2;0;0;0
1911;11;3;0;0;0
1911;11;4;0;0;0
1911;11;5;0;0;0
1911;11;6;0;0;0
1911;11;7;0;0;0
1911;11;8;0;0;0
1911;11;9;0;0;0
1912;   ;0;36460;46671;83131
1912;   ;1;8292;9098;17390
1912;   ;2;3901;4010;7911
1912;   ;3;2593;2647;5240
1912;   ;4;1840;1976;3816
1912;   ;5;1543;1493;3036
1912;   ;6;1185;1202;2387
1912;   ;7;1002;849;1851
1912;   ;8;913;828;1741
1912;   ;9;856;814;1670
1912;1;0;831;800;1631
1912;1;1;765;655;1420
1912;1;2;859;696;1555
1912;1;3;870;711;1581
1912;1;4;1105;847;1952
1912;1;5;1207;999;2206
1912;1;6;1340;1163;2503
1912;1;7;1438;1370;2808
1912;1;8;1535;1646;3181
1912;1;9;1531;1753;3284
1912;2;0;1675;1822;3497
1912;2;1;1737;2190;3927
1912;2;2;1804;2051;3855
1912;2;3;1876;2093;3969
1912;2;4;1898;2064;3962
1912;2;5;1853;2089;3942
1912;2;6;1790;2062;3852
1912;2;7;1952;2187;4139
1912;2;8;1969;2052;4021
1912;2;9;1986;2233;4219
1912;3;0;2049;2277;4326
1912;3;1;1859;2142;4001
1912;3;2;2050;2250;4300
1912;3;3;1949;2356;4305
1912;3;4;2026;2550;4576
1912;3;5;2013;2654;4667
1912;3;6;2106;2693;4799
1912;3;7;2097;2834;4931
1912;3;8;2091;2945;5036
1912;3;9;2125;2878;5003
1912;4;0;1935;2702;4637
1912;4;1;1914;2785;4699
1912;4;2;2170;2974;5144
1912;4;3;2075;2853;4928
1912;4;4;2198;3156;5354
1912;4;5;2253;3322;5575
1912;4;6;2328;3426;5754
1912;4;7;2375;3505;5880
1912;4;8;2568;3531;6099
1912;4;9;2682;3876;6558
1912;5;0;2597;3874;6471
1912;5;1;2773;3932;6705
1912;5;2;2938;4170;7108
1912;5;3;3076;4122;7198
1912;5;4;3000;4228;7228
1912;5;5;3145;4316;7461
1912;5;6;3243;4379;7622
1912;5;7;3132;4517;7649
1912;5;8;3408;4661;8069
1912;5;9;3918;5151;9069
1912;6;0;4176;5336;9512
1912;6;1;4321;5490;9811
1912;6;2;4687;5523;10210
1912;6;3;5057;5900;10957
1912;6;4;5086;5696;10782
1912;6;5;5292;5728;11020
1912;6;6;5669;6289;11958
1912;6;7;6001;6728;12729
1912;6;8;6543;6850;13393
1912;6;9;6693;6942;13635
1912;7;0;6805;7270;14075
1912;7;1;7198;7409;14607
1912;7;2;7445;7267;14712
1912;7;3;7277;7261;14538
1912;7;4;7062;7116;14178
1912;7;5;7300;7067;14367
1912;7;6;7669;7240;14909
1912;7;7;7644;6911;14555
1912;7;8;6828;5955;12783
1912;7;9;6761;5566;12327
1912;8;0;6310;5284;11594
1912;8;1;5951;4937;10888
1912;8;2;5582;4404;9986
1912;8;3;4867;3758;8625
1912;8;4;4356;3191;7547
1912;8;5;3715;2634;6349
1912;8;6;3083;2181;5264
1912;8;7;2527;1751;4278
1912;8;8;2184;1379;3563
1912;8;9;1609;981;2590
1912;9;0;1252;704;1956
1912;9;1;903;520;1423
1912;9;2;711;362;1073
1912;9;3;496;253;749
1912;9;4;288;142;430
1912;9;5;236;108;344
1912;9;6;144;64;208
1912;9;7;102;29;131
1912;9;8;59;22;81
1912;9;9;21;8;29
1912;10;0;23;7;30
1912;10;1;6;1;7
1912;10;2;8;0;8
1912;10;3;3;1;4
1912;10;4;0;2;2
1912;10;5;1;0;1
1912;10;6;1;1;2
1912;10;7;1;0;1
1912;10;8;0;0;0
1912;10;9;0;0;0
1912;11;0;0;0;0
1912;11;1;0;0;0
1912;11;2;0;0;0
1912;11;3;0;0;0
1912;11;4;0;0;0
1912;11;5;0;0;0
1912;11;6;0;0;0
1912;11;7;0;0;0
1912;11;8;0;0;0
1912;11;9;0;0;0
1913;   ;0;39081;49572;88653
1913;   ;1;8825;9462;18287
1913;   ;2;3646;3707;7353
1913;   ;3;2541;2474;5015
1913;   ;4;1928;1808;3736
1913;   ;5;1434;1395;2829
1913;   ;6;1169;1077;2246
1913;   ;7;1004;935;1939
1913;   ;8;883;800;1683
1913;   ;9;785;766;1551
1913;1;0;823;725;1548
1913;1;1;738;699;1437
1913;1;2;885;718;1603
1913;1;3;971;746;1717
1913;1;4;1020;889;1909
1913;1;5;1190;979;2169
1913;1;6;1419;1265;2684
1913;1;7;1359;1477;2836
1913;1;8;1522;1621;3143
1913;1;9;1626;1905;3531
1913;2;0;1753;1963;3716
1913;2;1;1718;2260;3978
1913;2;2;1797;2153;3950
1913;2;3;1790;1948;3738
1913;2;4;1813;2012;3825
1913;2;5;1865;2031;3896
1913;2;6;1965;2027;3992
1913;2;7;1940;2064;4004
1913;2;8;2000;2157;4157
1913;2;9;1925;2093;4018
1913;3;0;1869;2121;3990
1913;3;1;1924;2314;4238
1913;3;2;1902;2228;4130
1913;3;3;1919;2396;4315
1913;3;4;1968;2391;4359
1913;3;5;1937;2511;4448
1913;3;6;2029;2596;4625
1913;3;7;2188;2828;5016
1913;3;8;2097;2818;4915
1913;3;9;2102;2813;4915
1913;4;0;2188;3000;5188
1913;4;1;1964;2655;4619
1913;4;2;2055;2738;4793
1913;4;3;2124;2906;5030
1913;4;4;2175;3153;5328
1913;4;5;2042;3017;5059
1913;4;6;2314;3350;5664
1913;4;7;2416;3510;5926
1913;4;8;2497;3432;5929
1913;4;9;2591;3798;6389
1913;5;0;2712;3968;6680
1913;5;1;2634;3870;6504
1913;5;2;2813;4015;6828
1913;5;3;3036;4261;7297
1913;5;4;3089;4285;7374
1913;5;5;3031;4280;7311
1913;5;6;3239;4441;7680
1913;5;7;3299;4471;7770
1913;5;8;3497;4523;8020
1913;5;9;3735;4833;8568
1913;6;0;4001;5308;9309
1913;6;1;4360;5485;9845
1913;6;2;4777;5831;10608
1913;6;3;4869;5682;10551
1913;6;4;5415;5991;11406
1913;6;5;5282;5837;11119
1913;6;6;5538;6084;11622
1913;6;7;6104;6531;12635
1913;6;8;6333;6887;13220
1913;6;9;6775;7337;14112
1913;7;0;7016;7429;14445
1913;7;1;7098;7451;14549
1913;7;2;7447;7500;14947
1913;7;3;7481;7482;14963
1913;7;4;7599;7307;14906
1913;7;5;7279;6941;14220
1913;7;6;7593;7116;14709
1913;7;7;7773;7029;14802
1913;7;8;7497;6463;13960
1913;7;9;6846;5908;12754
1913;8;0;6532;5310;11842
1913;8;1;6012;4948;10960
1913;8;2;5595;4584;10179
1913;8;3;5245;4151;9396
1913;8;4;4429;3408;7837
1913;8;5;3909;2801;6710
1913;8;6;3334;2413;5747
1913;8;7;2585;1846;4431
1913;8;8;2131;1380;3511
1913;8;9;1768;1060;2828
1913;9;0;1374;773;2147
1913;9;1;942;523;1465
1913;9;2;686;325;1011
1913;9;3;570;263;833
1913;9;4;317;168;485
1913;9;5;233;94;327
1913;9;6;167;66;233
1913;9;7;78;30;108
1913;9;8;72;18;90
1913;9;9;36;16;52
1913;10;0;19;12;31
1913;10;1;10;2;12
1913;10;2;3;1;4
1913;10;3;6;0;6
1913;10;4;1;1;2
1913;10;5;2;0;2
1913;10;6;1;0;1
1913;10;7;0;0;0
1913;10;8;0;0;0
1913;10;9;0;0;0
1913;11;0;0;0;0
1913;11;1;0;0;0
1913;11;2;0;0;0
1913;11;3;0;0;0
1913;11;4;0;0;0
1913;11;5;0;0;0
1913;11;6;0;0;0
1913;11;7;0;0;0
1913;11;8;0;0;0
1913;11;9;0;0;0
1914;   ;0;30413;38730;69143
1914;   ;1;6471;7067;13538
1914;   ;2;2730;2842;5572
1914;   ;3;1681;1804;3485
1914;   ;4;1426;1323;2749
1914;   ;5;1100;1115;2215
1914;   ;6;951;899;1850
1914;   ;7;835;781;1616
1914;   ;8;712;698;1410
1914;   ;9;700;618;1318
1914;1;0;617;634;1251
1914;1;1;690;623;1313
1914;1;2;715;641;1356
1914;1;3;815;632;1447
1914;1;4;960;752;1712
1914;1;5;1029;846;1875
1914;1;6;1144;1223;2367
1914;1;7;1190;1621;2811
1914;1;8;1242;21530;22772
1914;1;9;1385;23586;24971
1914;2;0;1436;19216;20652
1914;2;1;1473;22180;23653
1914;2;2;1484;19378;20862
1914;2;3;1455;18047;19502
1914;2;4;1586;17903;19489
1914;2;5;1611;17038;18649
1914;2;6;1654;15795;17449
