Year;Age1;Age2;Female;Male;Total
1975;4;8;1110;2461;3571
1975;4;9;1189;2705;3894
1975;5;0;1259;2822;4081
1975;5;1;1341;3003;4344
1975;5;2;1402;3146;4548
1975;5;3;1583;3595;5178
1975;5;4;1733;3883;5616
1975;5;5;1590;3713;5303
1975;5;6;1092;2380;3472
1975;5;7;1178;2337;3515
1975;5;8;1062;2269;3331
1975;5;9;1220;2427;3647
1975;6;0;1981;4345;6326
1975;6;1;2447;5232;7679
1975;6;2;2638;5771;8409
1975;6;3;2766;5973;8739
1975;6;4;3156;6182;9338
1975;6;5;3581;7000;10581
1975;6;6;3800;7500;11300
1975;6;7;4161;7647;11808
1975;6;8;4626;7999;12625
1975;6;9;4927;8290;13217
1975;7;0;5428;8917;14345
1975;7;1;5991;9028;15019
1975;7;2;6588;9350;15938
1975;7;3;7074;9814;16888
1975;7;4;7578;9601;17179
1975;7;5;8124;9651;17775
1975;7;6;8501;9211;17712
1975;7;7;9227;8855;18082
1975;7;8;9823;8488;18311
1975;7;9;9941;7469;17410
1975;8;0;10328;6887;17215
1975;8;1;10632;6602;17234
1975;8;2;10614;6346;16960
1975;8;3;10377;5947;16324
1975;8;4;10200;5515;15715
1975;8;5;9732;5180;14912
1975;8;6;9323;4637;13960
1975;8;7;8813;4094;12907
1975;8;8;7781;3416;11197
1975;8;9;7121;2876;9997
1975;9;0;6193;2411;8604
1975;9;1;5032;1926;6958
1975;9;2;4111;1483;5594
1975;9;3;3246;1144;4390
1975;9;4;2584;815;3399
1975;9;5;1947;552;2499
1975;9;6;1383;383;1766
1975;9;7;942;278;1220
1975;9;8;629;167;796
1975;9;9;376;94;470
1975;10;0;303;85;388
1975;10;1;182;39;221
1975;10;2;94;20;114
1975;10;3;53;5;58
1975;10;4;26;5;31
1975;10;5;14;3;17
1975;10;6;4;1;5
1975;10;7;5;0;5
1975;10;8;3;0;3
1975;10;9;0;0;0
1975;11;0;0;0;0
1975;11;1;0;0;0
1975;11;2;0;0;0
1975;11;3;0;0;0
1975;11;4;0;0;0
1975;11;5;0;0;0
1975;11;6;0;0;0
1975;11;7;0;0;0
1975;11;8;0;0;0
1975;11;9;0;0;0
1976;   ;0;3771;5258;9029
1976;   ;1;355;411;766
1976;   ;2;211;281;492
1976;   ;3;178;220;398
1976;   ;4;148;222;370
1976;   ;5;141;195;336
1976;   ;6;136;166;302
1976;   ;7;111;158;269
1976;   ;8;103;162;265
1976;   ;9;99;137;236
1976;1;0;78;146;224
1976;1;1;95;158;253
1976;1;2;98;170;268
1976;1;3;103;162;265
1976;1;4;137;211;348
1976;1;5;164;304;468
1976;1;6;231;437;668
1976;1;7;233;618;851
1976;1;8;259;741;1000
1976;1;9;244;802;1046
1976;2;0;259;835;1094
1976;2;1;235;835;1070
1976;2;2;267;774;1041
1976;2;3;234;724;958
1976;2;4;253;678;931
1976;2;5;276;721;997
1976;2;6;251;625;876
1976;2;7;255;653;908
1976;2;8;276;719;995
1976;2;9;285;685;970
1976;3;0;232;575;807
1976;3;1;194;571;765
1976;3;2;272;572;844
1976;3;3;250;562;812
1976;3;4;276;582;858
1976;3;5;263;587;850
1976;3;6;314;665;979
1976;3;7;356;815;1171
1976;3;8;425;864;1289
1976;3;9;435;1000;1435
1976;4;0;474;1094;1568
1976;4;1;542;1275;1817
1976;4;2;607;1357;1964
1976;4;3;709;1532;2241
1976;4;4;760;1820;2580
1976;4;5;811;2000;2811
1976;4;6;904;2198;3102
1976;4;7;995;2257;3252
1976;4;8;1084;2553;3637
1976;4;9;1126;2624;3750
1976;5;0;1255;2972;4227
1976;5;1;1340;3102;4442
1976;5;2;1407;3126;4533
1976;5;3;1528;3411;4939
1976;5;4;1664;3787;5451
1976;5;5;1852;4135;5987
1976;5;6;1631;3914;5545
1976;5;7;1134;2512;3646
1976;5;8;1149;2613;3762
1976;5;9;1114;2498;3612
1976;6;0;1145;2624;3769
1976;6;1;2021;4522;6543
1976;6;2;2579;5395;7974
1976;6;3;2859;5947;8806
1976;6;4;2995;6257;9252
1976;6;5;3305;6457;9762
1976;6;6;3799;7168;10967
1976;6;7;3945;7512;11457
1976;6;8;4203;7929;12132
1976;6;9;4727;8143;12870
1976;7;0;5221;8738;13959
1976;7;1;5801;8863;14664
1976;7;2;6206;9148;15354
1976;7;3;6989;9506;16495
1976;7;4;7474;10050;17524
1976;7;5;8228;9762;17990
1976;7;6;8669;9466;18135
1976;7;7;9066;8965;18031
1976;7;8;9662;8773;18435
1976;7;9;10219;8243;18462
1976;8;0;10061;7242;17303
1976;8;1;10595;6621;17216
1976;8;2;10647;6293;16940
1976;8;3;10589;5931;16520
1976;8;4;10267;5314;15581
1976;8;5;9610;4888;14498
1976;8;6;9409;4668;14077
1976;8;7;8792;4060;12852
1976;8;8;8323;3504;11827
1976;8;9;7074;2934;10008
1976;9;0;6135;2505;8640
1976;9;1;5239;1952;7191
1976;9;2;4313;1458;5771
1976;9;3;3491;1119;4610
1976;9;4;2705;815;3520
1976;9;5;1912;573;2485
1976;9;6;1359;379;1738
1976;9;7;966;266;1232
1976;9;8;675;156;831
1976;9;9;407;110;517
1976;10;0;309;77;386
1976;10;1;149;38;187
1976;10;2;95;20;115
1976;10;3;46;8;54
1976;10;4;22;3;25
1976;10;5;21;2;23
1976;10;6;7;0;7
1976;10;7;5;0;5
1976;10;8;2;1;3
1976;10;9;1;0;1
1976;11;0;0;0;0
1976;11;1;0;0;0
1976;11;2;0;0;0
1976;11;3;0;0;0
1976;11;4;0;0;0
1976;11;5;0;0;0
1976;11;6;0;0;0
1976;11;7;0;0;0
1976;11;8;0;0;0
1976;11;9;0;0;0
1977;   ;0;3509;5013;8522
1977;   ;1;308;360;668
1977;   ;2;194;279;473
1977;   ;3;187;250;437
1977;   ;4;169;205;374
1977;   ;5;120;217;337
1977;   ;6;118;204;322
1977;   ;7;121;155;276
1977;   ;8;114;159;273
1977;   ;9;102;132;234
1977;1;0;83;118;201
1977;1;1;89;166;255
1977;1;2;89;165;254
1977;1;3;109;170;279
1977;1;4;130;223;353
1977;1;5;162;277;439
1977;1;6;191;411;602
1977;1;7;219;605;824
1977;1;8;286;757;1043
1977;1;9;258;821;1079
1977;2;0;249;768;1017
1977;2;1;288;793;1081
1977;2;2;248;760;1008
1977;2;3;247;674;921
1977;2;4;251;686;937
1977;2;5;274;654;928
1977;2;6;256;595;851
1977;2;7;275;721;996
1977;2;8;304;646;950
1977;2;9;300;680;980
1977;3;0;281;678;959
1977;3;1;255;622;877
1977;3;2;238;547;785
1977;3;3;249;575;824
1977;3;4;294;625;919
1977;3;5;288;616;904
1977;3;6;269;597;866
1977;3;7;385;743;1128
1977;3;8;398;815;1213
1977;3;9;394;942;1336
1977;4;0;478;976;1454
1977;4;1;469;1095;1564
1977;4;2;501;1326;1827
1977;4;3;639;1591;2230
1977;4;4;701;1734;2435
1977;4;5;786;1927;2713
1977;4;6;836;2124;2960
1977;4;7;960;2353;3313
1977;4;8;1042;2436;3478
1977;4;9;1056;2562;3618
1977;5;0;1227;2819;4046
1977;5;1;1173;3006;4179
1977;5;2;1306;3180;4486
1977;5;3;1447;3214;4661
1977;5;4;1518;3544;5062
1977;5;5;1755;3825;5580
1977;5;6;1808;4162;5970
1977;5;7;1663;4045;5708
1977;5;8;1188;2675;3863
1977;5;9;1148;2587;3735
1977;6;0;1076;2484;3560
1977;6;1;1205;2660;3865
1977;6;2;2121;4562;6683
1977;6;3;2735;5587;8322
1977;6;4;2892;6076;8968
1977;6;5;3010;6232;9242
1977;6;6;3300;6399;9699
1977;6;7;3751;7169;10920
1977;6;8;4148;7575;11723
1977;6;9;4461;7783;12244
1977;7;0;5050;8227;13277
1977;7;1;5505;8575;14080
1977;7;2;5938;9021;14959
1977;7;3;6579;9070;15649
1977;7;4;7007;9431;16438
1977;7;5;7923;9636;17559
1977;7;6;8241;9363;17604
1977;7;7;8575;9129;17704
1977;7;8;8977;8685;17662
1977;7;9;9757;8202;17959
1977;8;0;10002;7594;17596
1977;8;1;10067;6725;16792
1977;8;2;10116;5956;16072
1977;8;3;10208;5692;15900
1977;8;4;10015;5212;15227
1977;8;5;9381;4637;14018
1977;8;6;8861;4412;13273
1977;8;7;8287;3750;12037
1977;8;8;7683;3391;11074
1977;8;9;7053;2948;10001
1977;9;0;5936;2359;8295
1977;9;1;5034;1965;6999
1977;9;2;4217;1363;5580
1977;9;3;3305;1099;4404
1977;9;4;2556;766;3322
1977;9;5;2040;597;2637
1977;9;6;1381;394;1775
1977;9;7;1005;244;1249
1977;9;8;644;162;806
1977;9;9;460;106;566
1977;10;0;290;92;382
1977;10;1;188;41;229
1977;10;2;104;25;129
1977;10;3;54;7;61
1977;10;4;32;1;33
1977;10;5;14;2;16
1977;10;6;8;3;11
1977;10;7;6;1;7
1977;10;8;5;1;6
1977;10;9;0;0;0
1977;11;0;0;0;0
1977;11;1;0;0;0
1977;11;2;0;0;0
1977;11;3;0;0;0
1977;11;4;0;0;0
1977;11;5;0;0;0
1977;11;6;0;0;0
1977;11;7;0;0;0
1977;11;8;0;0;0
1977;11;9;0;0;0
1978;   ;0;3314;4538;7852
1978;   ;1;291;390;681
1978;   ;2;158;274;432
1978;   ;3;159;234;393
1978;   ;4;141;209;350
1978;   ;5;141;178;319
1978;   ;6;115;178;293
1978;   ;7;115;182;297
1978;   ;8;104;149;253
1978;   ;9;93;163;256
1978;1;0;83;124;207
1978;1;1;82;129;211
1978;1;2;100;154;254
1978;1;3;86;179;265
1978;1;4;139;210;349
1978;1;5;167;291;458
1978;1;6;198;440;638
1978;1;7;211;581;792
1978;1;8;241;753;994
1978;1;9;256;731;987
1978;2;0;244;807;1051
1978;2;1;230;764;994
1978;2;2;243;684;927
1978;2;3;221;674;895
1978;2;4;232;655;887
1978;2;5;231;614;845
1978;2;6;237;610;847
1978;2;7;269;638;907
1978;2;8;243;658;901
1978;2;9;268;630;898
1978;3;0;291;690;981
1978;3;1;328;642;970
1978;3;2;297;591;888
1978;3;3;265;602;867
1978;3;4;297;619;916
1978;3;5;308;628;936
1978;3;6;302;628;930
1978;3;7;269;604;873
1978;3;8;374;802;1176
1978;3;9;424;893;1317
1978;4;0;457;950;1407
1978;4;1;442;1107;1549
1978;4;2;493;1296;1789
1978;4;3;644;1434;2078
1978;4;4;682;1631;2313
1978;4;5;762;1914;2676
1978;4;6;848;2075;2923
1978;4;7;925;2303;3228
1978;4;8;1017;2485;3502
1978;4;9;1104;2625;3729
1978;5;0;1180;2792;3972
1978;5;1;1241;2976;4217
1978;5;2;1287;3142;4429
1978;5;3;1390;3245;4635
1978;5;4;1465;3465;4930
1978;5;5;1596;3657;5253
1978;5;6;1778;4124;5902
1978;5;7;1970;4454;6424
1978;5;8;1874;4139;6013
1978;5;9;1312;2772;4084
1978;6;0;1242;2789;4031
1978;6;1;1219;2827;4046
1978;6;2;1358;2889;4247
1978;6;3;2263;5043;7306
1978;6;4;2743;5873;8616
1978;6;5;3158;6589;9747
1978;6;6;3272;6406;9678
1978;6;7;3516;6877;10393
1978;6;8;4021;7424;11445
1978;6;9;4508;7759;12267
1978;7;0;5009;8265;13274
1978;7;1;5288;8557;13845
1978;7;2;5972;8847;14819
1978;7;3;6526;9265;15791
1978;7;4;7192;9319;16511
1978;7;5;7809;9640;17449
1978;7;6;8340;9899;18239
1978;7;7;8789;9716;18505
1978;7;8;9303;9472;18775
1978;7;9;9688;8744;18432
1978;8;0;10229;8210;18439
1978;8;1;10645;7764;18409
1978;8;2;10694;6688;17382
1978;8;3;10757;5929;16686
1978;8;4;10499;5601;16100
1978;8;5;9856;5036;14892
1978;8;6;9320;4429;13749
1978;8;7;8839;4120;12959
1978;8;8;8121;3409;11530
1978;8;9;7115;3000;10115
1978;9;0;6369;2451;8820
1978;9;1;5371;1926;7297
1978;9;2;4498;1555;6053
1978;9;3;3613;1213;4826
1978;9;4;2774;852;3626
1978;9;5;2054;588;2642
1978;9;6;1553;407;1960
1978;9;7;1086;290;1376
1978;9;8;723;176;899
1978;9;9;443;109;552
1978;10;0;272;85;357
1978;10;1;174;35;209
1978;10;2;117;18;135
1978;10;3;56;12;68
1978;10;4;34;5;39
1978;10;5;18;0;18
1978;10;6;14;2;16
1978;10;7;0;2;2
1978;10;8;3;0;3
1978;10;9;1;0;1
1978;11;0;0;0;0
1978;11;1;0;0;0
1978;11;2;0;0;0
1978;11;3;0;0;0
1978;11;4;0;0;0
1978;11;5;0;0;0
1978;11;6;0;0;0
1978;11;7;0;0;0
1978;11;8;0;0;0
1978;11;9;0;0;0
1979;   ;0;3211;4371;7582
1979;   ;1;272;331;603
1979;   ;2;149;247;396
1979;   ;3;130;174;304
1979;   ;4;105;213;318
1979;   ;5;124;162;286
1979;   ;6;127;176;303
1979;   ;7;102;149;251
1979;   ;8;120;168;288
1979;   ;9;90;125;215
1979;1;0;78;139;217
1979;1;1;79;144;223
1979;1;2;95;166;261
1979;1;3;82;161;243
1979;1;4;139;198;337
1979;1;5;141;301;442
1979;1;6;205;411;616
1979;1;7;227;579;806
1979;1;8;264;811;1075
1979;1;9;260;781;1041
1979;2;0;257;811;1068
1979;2;1;246;809;1055
1979;2;2;251;742;993
1979;2;3;214;721;935
1979;2;4;234;678;912
1979;2;5;240;632;872
1979;2;6;255;663;918
1979;2;7;209;677;886
1979;2;8;263;644;907
1979;2;9;262;734;996
1979;3;0;310;711;1021
1979;3;1;297;732;1029
1979;3;2;310;703;1013
1979;3;3;304;672;976
1979;3;4;293;621;914
1979;3;5;317;642;959
1979;3;6;322;696;1018
1979;3;7;332;661;993
1979;3;8;307;712;1019
1979;3;9;356;851;1207
1979;4;0;449;993;1442
1979;4;1;509;1083;1592
1979;4;2;512;1220;1732
1979;4;3;584;1338;1922
1979;4;4;631;1540;2171
1979;4;5;703;1727;2430
1979;4;6;819;1944;2763
1979;4;7;827;2173;3000
1979;4;8;979;2545;3524
1979;4;9;1063;2528;3591
1979;5;0;1132;2829;3961
1979;5;1;1204;2992;4196
1979;5;2;1385;3294;4679
1979;5;3;1380;3360;4740
1979;5;4;1508;3498;5006
1979;5;5;1523;3637;5160
1979;5;6;1665;3980;5645
1979;5;7;1918;4327;6245
1979;5;8;2071;4645;6716
1979;5;9;1939;4428;6367
1979;6;0;1284;2912;4196
1979;6;1;1349;2879;4228
1979;6;2;1330;2837;4167
1979;6;3;1326;2958;4284
1979;6;4;2423;5080;7503
1979;6;5;3049;6011;9060
1979;6;6;3272;6503;9775
1979;6;7;3425;6710;10135
1979;6;8;3692;7127;10819
1979;6;9;4318;7671;11989
1979;7;0;4858;8181;13039
1979;7;1;5076;8347;13423
1979;7;2;5711;8500;14211
1979;7;3;6276;8962;15238
1979;7;4;7050;9309;16359
1979;7;5;7408;9378;16786
1979;7;6;8163;9607;17770
1979;7;7;8901;9802;18703
1979;7;8;9136;9341;18477
1979;7;9;9525;9080;18605
1979;8;0;9866;8489;18355
1979;8;1;10418;7829;18247
1979;8;2;10734;7213;17947
1979;8;3;10621;6089;16710
1979;8;4;10544;5442;15986
1979;8;5;10214;5061;15275
1979;8;6;9575;4382;13957
1979;8;7;8911;3926;12837
1979;8;8;8078;3431;11509
1979;8;9;7329;2812;10141
1979;9;0;6472;2563;9035
1979;9;1;5524;2025;7549
1979;9;2;4549;1441;5990
1979;9;3;3652;1157;4809
1979;9;4;2796;901;3697
1979;9;5;2128;607;2735
1979;9;6;1581;419;2000
1979;9;7;1114;279;1393
1979;9;8;745;171;916
1979;9;9;494;131;625
1979;10;0;322;81;403
1979;10;1;192;38;230
1979;10;2;123;25;148
1979;10;3;66;9;75
1979;10;4;27;9;36
1979;10;5;23;4;27
1979;10;6;12;1;13
1979;10;7;5;2;7
1979;10;8;3;1;4
1979;10;9;1;1;2
1979;11;0;0;0;0
1979;11;1;0;0;0
1979;11;2;0;0;0
1979;11;3;0;0;0
1979;11;4;0;0;0
1979;11;5;0;0;0
1979;11;6;0;0;0
1979;11;7;0;0;0
1979;11;8;0;0;0
1979;11;9;0;0;0
1980;   ;0;3282;4728;8010
1980;   ;1;292;367;659
1980;   ;2;177;244;421
1980;   ;3;156;193;349
1980;   ;4;112;158;270
1980;   ;5;127;181;308
1980;   ;6;101;147;248
1980;   ;7;116;182;298
1980;   ;8;91;157;248
1980;   ;9;80;162;242
1980;1;0;101;140;241
1980;1;1;89;148;237
1980;1;2;84;126;210
1980;1;3;87;146;233
1980;1;4;128;201;329
1980;1;5;167;270;437
1980;1;6;199;438;637
1980;1;7;211;586;797
1980;1;8;253;808;1061
1980;1;9;273;790;1063
1980;2;0;264;835;1099
1980;2;1;216;862;1078
1980;2;2;247;782;1029
1980;2;3;229;720;949
1980;2;4;264;707;971
1980;2;5;237;685;922
1980;2;6;240;657;897
1980;2;7;260;645;905
1980;2;8;256;677;933
1980;2;9;258;680;938
1980;3;0;313;671;984
1980;3;1;288;709;997
1980;3;2;335;740;1075
1980;3;3;369;780;1149
1980;3;4;342;695;1037
1980;3;5;301;676;977
1980;3;6;349;724;1073
1980;3;7;357;744;1101
1980;3;8;311;690;1001
1980;3;9;331;728;1059
1980;4;0;438;926;1364
1980;4;1;481;1002;1483
1980;4;2;513;1196;1709
1980;4;3;567;1369;1936
1980;4;4;634;1432;2066
1980;4;5;682;1659;2341
1980;4;6;756;1916;2672
1980;4;7;878;2159;3037
1980;4;8;971;2355;3326
1980;4;9;1047;2563;3610
1980;5;0;1125;2799;3924
1980;5;1;1174;2984;4158
1980;5;2;1249;3152;4401
1980;5;3;1386;3333;4719
1980;5;4;1514;3675;5189
1980;5;5;1579;3585;5164
1980;5;6;1657;3837;5494
1980;5;7;1719;4124;5843
1980;5;8;1934;4549;6483
1980;5;9;2175;4904;7079
1980;6;0;1964;4508;6472
1980;6;1;1305;2974;4279
1980;6;2;1353;3154;4507
1980;6;3;1368;3023;4391
1980;6;4;1483;2996;4479
1980;6;5;2544;5241;7785
1980;6;6;3098;6204;9302
1980;6;7;3429;6848;10277
1980;6;8;3728;6866;10594
1980;6;9;4109;7271;11380
1980;7;0;4623;7879;12502
1980;7;1;5153;8201;13354
1980;7;2;5621;8723;14344
1980;7;3;6218;8999;15217
1980;7;4;6867;9200;16067
1980;7;5;7302;9532;16834
1980;7;6;8108;9361;17469
1980;7;7;8801;9699;18500
1980;7;8;9473;9625;19098
1980;7;9;9868;9243;19111
1980;8;0;10198;8951;19149
1980;8;1;10397;8264;18661
1980;8;2;10687;7643;18330
1980;8;3;11053;6981;18034
1980;8;4;10744;5833;16577
1980;8;5;10287;5039;15326
1980;8;6;10084;4537;14621
1980;8;7;9333;3973;13306
1980;8;8;8464;3419;11883
1980;8;9;7491;2998;10489
1980;9;0;6734;2467;9201
1980;9;1;5875;2095;7970
1980;9;2;4989;1624;6613
1980;9;3;3820;1151;4971
1980;9;4;3106;908;4014
1980;9;5;2401;686;3087
1980;9;6;1761;466;2227
1980;9;7;1183;300;1483
1980;9;8;805;187;992
1980;9;9;537;136;673
1980;10;0;373;96;469
1980;10;1;208;39;247
1980;10;2;142;17;159
1980;10;3;99;16;115
1980;10;4;33;5;38
1980;10;5;22;2;24
1980;10;6;8;1;9
1980;10;7;5;2;7
1980;10;8;0;0;0
1980;10;9;0;0;0
1980;11;0;0;0;0
1980;11;1;0;0;0
1980;11;2;0;0;0
1980;11;3;0;0;0
1980;11;4;0;0;0
1980;11;5;0;0;0
1980;11;6;0;0;0
1980;11;7;0;0;0
1980;11;8;0;0;0
1980;11;9;0;0;0
1981;   ;0;3200;4623;7823
1981;   ;1;304;351;655
1981;   ;2;164;221;385
1981;   ;3;152;207;359
1981;   ;4;115;187;302
1981;   ;5;94;140;234
1981;   ;6;97;141;238
1981;   ;7;110;141;251
1981;   ;8;110;141;251
1981;   ;9;92;143;235
1981;1;0;103;135;238
1981;1;1;78;151;229
1981;1;2;86;131;217
1981;1;3;95;160;255
1981;1;4;125;198;323
1981;1;5;161;240;401
1981;1;6;210;352;562
1981;1;7;246;507;753
1981;1;8;248;748;996
1981;1;9;247;766;1013
1981;2;0;238;792;1030
1981;2;1;227;809;1036
1981;2;2;237;754;991
1981;2;3;223;683;906
1981;2;4;213;709;922
1981;2;5;258;655;913
1981;2;6;244;654;898
1981;2;7;219;638;857
1981;2;8;257;600;857
1981;2;9;271;637;908
1981;3;0;275;677;952
1981;3;1;299;714;1013
1981;3;2;342;774;1116
1981;3;3;365;811;1176
1981;3;4;368;821;1189
1981;3;5;340;736;1076
1981;3;6;368;677;1045
1981;3;7;383;758;1141
1981;3;8;363;814;1177
1981;3;9;320;741;1061
1981;4;0;361;799;1160
1981;4;1;447;1021;1468
1981;4;2;515;1128;1643
1981;4;3;560;1201;1761
1981;4;4;560;1378;1938
1981;4;5;666;1553;2219
1981;4;6;736;1728;2464
1981;4;7;798;1996;2794
1981;4;8;922;2301;3223
1981;4;9;966;2576;3542
1981;5;0;1081;2829;3910
1981;5;1;1135;3011;4146
1981;5;2;1216;3177;4393
1981;5;3;1324;3369;4693
1981;5;4;1394;3549;4943
1981;5;5;1530;3702;5232
1981;5;6;1570;3902;5472
1981;5;7;1774;4100;5874
1981;5;8;1852;4270;6122
1981;5;9;2071;4719;6790
1981;6;0;2349;5218;7567
1981;6;1;2093;4805;6898
1981;6;2;1460;3208;4668
1981;6;3;1453;3201;4654
1981;6;4;1451;3010;4461
1981;6;5;1565;3237;4802
1981;6;6;2847;5529;8376
1981;6;7;3410;6436;9846
1981;6;8;3814;6951;10765
1981;6;9;4015;7181;11196
1981;7;0;4456;7477;11933
1981;7;1;5097;8244;13341
1981;7;2;5551;8728;14279
1981;7;3;6208;8873;15081
1981;7;4;6762;9103;15865
1981;7;5;7412;9269;16681
1981;7;6;8206;9566;17772
1981;7;7;8683;9675;18358
1981;7;8;9512;9729;19241
1981;7;9;10164;9720;19884
1981;8;0;10635;9476;20111
1981;8;1;10908;8799;19707
1981;8;2;10940;8171;19111
1981;8;3;11490;7343;18833
1981;8;4;11456;6480;17936
1981;8;5;10954;5522;16476
1981;8;6;10485;4710;15195
1981;8;7;10011;4348;14359
1981;8;8;8888;3570;12458
1981;8;9;8013;3033;11046
1981;9;0;6929;2578;9507
1981;9;1;5985;2105;8090
1981;9;2;5142;1617;6759
1981;9;3;4136;1280;5416
1981;9;4;3356;945;4301
1981;9;5;2511;700;3211
1981;9;6;1811;471;2282
1981;9;7;1293;318;1611
1981;9;8;906;228;1134
1981;9;9;601;126;727
1981;10;0;398;88;486
1981;10;1;249;44;293
1981;10;2;118;31;149
1981;10;3;68;13;81
1981;10;4;52;5;57
1981;10;5;24;3;27
1981;10;6;12;1;13
1981;10;7;4;2;6
1981;10;8;1;1;2
1981;10;9;0;0;0
1981;11;0;0;0;0
1981;11;1;0;0;0
1981;11;2;0;0;0
1981;11;3;0;0;0
1981;11;4;0;0;0
1981;11;5;0;0;0
1981;11;6;0;0;0
1981;11;7;0;0;0
1981;11;8;0;0;0
1981;11;9;0;0;0
1982;   ;0;3152;4390;7542
1982;   ;1;289;334;623
1982;   ;2;173;233;406
1982;   ;3;106;179;285
1982;   ;4;100;135;235
1982;   ;5;107;160;267
1982;   ;6;90;110;200
1982;   ;7;93;125;218
1982;   ;8;89;123;212
1982;   ;9;85;125;210
1982;1;0;80;103;183
1982;1;1;85;141;226
1982;1;2;77;121;198
1982;1;3;99;157;256
1982;1;4;119;227;346
1982;1;5;146;245;391
1982;1;6;174;374;548
1982;1;7;201;505;706
1982;1;8;231;745;976
1982;1;9;266;750;1016
1982;2;0;236;811;1047
1982;2;1;249;776;1025
1982;2;2;232;784;1016
1982;2;3;231;700;931
1982;2;4;241;670;911
1982;2;5;265;683;948
1982;2;6;240;649;889
1982;2;7;240;663;903
1982;2;8;255;649;904
1982;2;9;249;653;902
1982;3;0;278;700;978
1982;3;1;303;711;1014
1982;3;2;330;752;1082
1982;3;3;353;735;1088
1982;3;4;387;819;1206
1982;3;5;382;868;1250
1982;3;6;388;828;1216
1982;3;7;354;757;1111
1982;3;8;386;816;1202
1982;3;9;423;900;1323
1982;4;0;392;886;1278
1982;4;1;404;885;1289
1982;4;2;456;1061;1517
1982;4;3;528;1275;1803
1982;4;4;526;1285;1811
1982;4;5;605;1535;2140
1982;4;6;707;1771;2478
1982;4;7;777;1865;2642
1982;4;8;826;2171;2997
1982;4;9;969;2442;3411
1982;5;0;1084;2711;3795
1982;5;1;1143;2923;4066
1982;5;2;1262;3048;4310
1982;5;3;1286;3323;4609
1982;5;4;1378;3611;4989
1982;5;5;1512;3800;5312
1982;5;6;1568;3979;5547
1982;5;7;1660;4145;5805
1982;5;8;1806;4230;6036
1982;5;9;1897;4507;6404
1982;6;0;2141;4976;7117
1982;6;1;2364;5428;7792
1982;6;2;2248;4985;7233
1982;6;3;1528;3255;4783
1982;6;4;1533;3217;4750
1982;6;5;1520;3031;4551
1982;6;6;1645;3349;4994
1982;6;7;2993;5523;8516
1982;6;8;3624;6601;10225
1982;6;9;3998;7259;11257
1982;7;0;4265;7354;11619
1982;7;1;4847;7576;12423
1982;7;2;5463;8056;13519
1982;7;3;6051;8750;14801
1982;7;4;6415;8795;15210
1982;7;5;7144;9154;16298
1982;7;6;7663;9260;16923
1982;7;7;8605;9322;17927
1982;7;8;9180;9461;18641
1982;7;9;9911;9439;19350
1982;8;0;10449;9321;19770
1982;8;1;11021;8825;19846
1982;8;2;10677;8083;18760
1982;8;3;10984;7332;18316
1982;8;4;10794;6666;17460
1982;8;5;10848;5884;16732
1982;8;6;10123;4993;15116
1982;8;7;9664;4096;13760
1982;8;8;8991;3616;12607
1982;8;9;7835;2998;10833
1982;9;0;6843;2546;9389
1982;9;1;6117;2050;8167
1982;9;2;5043;1572;6615
1982;9;3;4170;1314;5484
1982;9;4;3282;919;4201
1982;9;5;2422;647;3069
1982;9;6;1787;509;2296
1982;9;7;1268;302;1570
1982;9;8;899;198;1097
1982;9;9;585;136;721
1982;10;0;404;111;515
1982;10;1;251;48;299
1982;10;2;109;23;132
1982;10;3;74;8;82
1982;10;4;48;5;53
1982;10;5;32;5;37
1982;10;6;9;3;12
1982;10;7;6;0;6
1982;10;8;1;0;1
1982;10;9;1;0;1
1982;11;0;0;0;0
1982;11;1;0;0;0
1982;11;2;0;0;0
1982;11;3;0;0;0
1982;11;4;0;0;0
1982;11;5;0;0;0
1982;11;6;0;0;0
1982;11;7;0;0;0
1982;11;8;0;0;0
1982;11;9;0;0;0
1983;   ;0;2877;3957;6834
1983;   ;1;297;353;650
1983;   ;2;199;241;440
1983;   ;3;126;191;317
1983;   ;4;119;152;271
1983;   ;5;104;160;264
1983;   ;6;95;129;224
1983;   ;7;76;118;194
1983;   ;8;82;134;216
1983;   ;9;81;116;197
1983;1;0;87;136;223
1983;1;1;80;113;193
1983;1;2;89;143;232
1983;1;3;93;147;240
1983;1;4;98;182;280
1983;1;5;139;240;379
1983;1;6;168;341;509
1983;1;7;194;463;657
1983;1;8;237;628;865
1983;1;9;233;742;975
1983;2;0;259;753;1012
1983;2;1;229;806;1035
1983;2;2;249;742;991
1983;2;3;241;755;996
1983;2;4;244;714;958
1983;2;5;258;656;914
1983;2;6;264;706;970
1983;2;7;264;645;909
1983;2;8;252;666;918
1983;2;9;271;738;1009
1983;3;0;305;731;1036
1983;3;1;305;710;1015
1983;3;2;315;722;1037
1983;3;3;364;822;1186
1983;3;4;410;806;1216
1983;3;5;416;931;1347
1983;3;6;412;931;1343
1983;3;7;415;886;1301
1983;3;8;390;850;1240
1983;3;9;388;915;1303
1983;4;0;405;905;1310
1983;4;1;414;884;1298
1983;4;2;412;940;1352
1983;4;3;512;1215;1727
1983;4;4;554;1392;1946
1983;4;5;617;1489;2106
1983;4;6;675;1584;2259
1983;4;7;764;1857;2621
1983;4;8;808;2062;2870
1983;4;9;939;2277;3216
